Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-069,12,2.4066259563269903e-10,1.2372867226664775e-10,2.9311162381135596e-11,1.697476744330897e-11,2.2937154347608906e-12
sub-069,13,2.3947776146387945e-10,9.630372025122616e-11,2.6301735260171663e-11,1.707977297674086e-11,2.417286557947128e-12
sub-069,10,2.6795882473552225e-10,1.3542054253392924e-10,3.5002526362732334e-11,1.931560444028176e-11,2.6942816200267384e-12
sub-069,11,2.553164251729126e-10,1.1510607374969384e-10,3.204903291850148e-11,1.7937410665341617e-11,2.5017857900810454e-12
sub-069,5,2.3775356075832524e-10,9.388871306844123e-11,2.96243632003096e-11,2.347578855782301e-11,8.65323181472829e-12
sub-069,6,2.2046015320119422e-10,8.223146687677962e-11,2.6092314181976218e-11,2.2658044948223423e-11,6.889936033476217e-12
sub-069,15,2.2765739653888288e-10,1.39362456067581e-10,3.567932400630528e-11,2.986836421635078e-11,1.348869862914086e-11
sub-069,16,2.1862952782896103e-10,1.0799324897658048e-10,3.095988513550616e-11,2.520670334458108e-11,1.1571184116398908e-11
sub-069,17,2.65406186680537e-10,1.8080305264295024e-10,3.839817638931263e-11,1.9610383162578797e-11,2.8924615729566184e-12
sub-069,18,2.6466756342433564e-10,1.6495582146409995e-10,4.030379101925627e-11,1.926168760471508e-11,2.8642169466956788e-12
sub-069,9,2.229824814939659e-10,7.022686920765437e-11,1.853396895834236e-11,1.6187538477374014e-11,2.566162012066315e-12
sub-069,2,2.06951537333364e-10,8.521349847217576e-11,2.102437335658424e-11,1.858244583291231e-11,2.5364303938450724e-12
sub-069,14,2.2709255838025454e-10,1.1114402284344906e-10,3.3855785742133227e-11,1.6308410996875594e-11,2.332788584654309e-12
sub-070,7,3.3046317111670703e-10,3.604139308588829e-11,1.109286706567885e-11,2.5209746378818788e-11,1.1751806987271317e-11
sub-070,8,2.914620929533803e-10,3.243049417928723e-11,9.961053867759076e-12,1.3901730248751704e-11,4.644647108761291e-12
sub-070,3,2.5263098505155484e-10,2.6764723832415424e-11,9.464345684645392e-12,1.8582831652555542e-11,8.650541292775792e-12
sub-070,4,2.3854335543432394e-10,2.5850648576720465e-11,8.418254643199208e-12,1.1170317898004623e-11,2.6476216875347248e-12
sub-070,0,2.33401284348935e-10,2.441415393407536e-11,7.901368285245545e-12,9.703160789859233e-12,1.9008966810133807e-12
sub-070,1,2.3222302545330002e-10,2.471880394462295e-11,7.891808211161027e-12,9.705373074637369e-12,1.891222759792061e-12
sub-070,12,2.372457654634468e-10,2.6120243869337185e-11,9.904338021393522e-12,1.1255475061514716e-11,2.43683306209366e-12
sub-070,13,2.3756537212635176e-10,2.6253228698675457e-11,9.38054686224496e-12,1.1087719975090232e-11,2.4903481455597546e-12
sub-070,10,2.39794812970438e-10,2.71874828643542e-11,1.0643365892000035e-11,1.2299327139968236e-11,3.183361864341235e-12
sub-070,11,2.3665081769858133e-10,2.6949661803957785e-11,1.02145216498082e-11,1.1961804906645184e-11,3.1854514596403707e-12
sub-070,5,2.5082887139486607e-10,2.8320423379076083e-11,1.2294450381386784e-11,1.626346906834026e-11,5.475145316508986e-12
sub-070,6,2.387609527848741e-10,2.731377320911833e-11,9.785310096673364e-12,1.2200320929170028e-11,3.061005969252729e-12
sub-070,15,2.4441974559776287e-10,2.921456615755248e-11,1.4857991476525995e-11,4.3235446957337565e-11,2.0879782290912588e-11
sub-070,16,2.3759050742590617e-10,2.8837847473112196e-11,1.0899385545673475e-11,1.3501466685703877e-11,4.038732950006598e-12
sub-070,17,2.3888086161405107e-10,2.833656142329905e-11,1.1339534199555071e-11,1.3675062100383868e-11,4.539342205044997e-12
sub-070,18,2.4018867807915296e-10,2.8696312064301284e-11,1.0603604073479735e-11,1.3361621319211218e-11,5.379940009020625e-12
sub-070,9,2.4795661294341083e-10,2.6850793267762004e-11,8.333297060458685e-12,1.0977307498917108e-11,2.238072835271845e-12
sub-070,2,2.37375661015702e-10,2.6307602573305007e-11,7.791820128390618e-12,1.0516805010442272e-11,2.171943061462365e-12
sub-070,14,2.3529918109664987e-10,2.493459557436605e-11,8.373523358951777e-12,9.821419867493387e-12,1.9564937126511697e-12
sub-071,7,2.7535625581347726e-10,3.5002589734434114e-11,1.994422216858723e-11,2.340447822822695e-11,1.0214852571720615e-11
sub-071,8,2.5708869949427696e-10,3.3309561038384125e-11,1.914925043366323e-11,1.941281128012322e-11,6.266675211358358e-12
sub-071,3,2.334853764755841e-10,2.91521576462653e-11,1.341941102504294e-11,1.549531109067273e-11,4.308735776119696e-12
sub-071,4,2.3253928372818577e-10,2.927016897448696e-11,1.4023688727324815e-11,1.5403312832542335e-11,4.58299631352566e-12
sub-071,0,2.28387367618532e-10,2.5964705702696343e-11,9.993520982294462e-12,1.2027640216025989e-11,2.9253939699231037e-12
sub-071,1,2.2861363635376763e-10,2.648871879842028e-11,9.861374440436846e-12,1.2077717047601991e-11,2.8513248489672807e-12
sub-071,12,2.3054518679492e-10,3.0682494780210825e-11,2.0028162298831672e-11,1.4058134828855498e-11,2.6676804928149804e-12
sub-071,13,2.3105376206856767e-10,2.94704305716253e-11,1.8075429626713545e-11,1.5482968749892225e-11,2.9549266266352705e-12
sub-071,10,2.3391817770241627e-10,3.132588693529535e-11,2.1721924378131596e-11,1.7015871804994938e-11,3.408699743661256e-12
sub-071,11,2.3392827688657683e-10,3.216616994511533e-11,2.6488975384737907e-11,1.809832392178781e-11,3.702723694381967e-12
sub-071,5,2.510318711541596e-10,3.4663340907103865e-11,2.1948762472010272e-11,2.2479837315681434e-11,1.1078220378814236e-11
sub-071,6,2.491132071672145e-10,3.47709285590539e-11,2.2340680377871076e-11,2.41672683236322e-11,1.2764006136326093e-11
sub-071,15,2.3382874017231437e-10,3.179302915531516e-11,2.019427922141361e-11,2.2507171859924868e-11,9.98115728113512e-12
sub-071,16,2.3569651356254813e-10,3.340308254897374e-11,2.287837622781052e-11,2.1951256550167552e-11,9.135545478385416e-12
sub-071,17,2.334429054681821e-10,3.1662328473610864e-11,2.0756056698088337e-11,1.9553024804713858e-11,4.603007226333294e-12
sub-071,18,2.339213956511106e-10,3.315665662267182e-11,2.9629168289157394e-11,2.420511692412321e-11,6.504608366514763e-12
sub-071,9,2.3223856813405136e-10,2.914002145561959e-11,1.2630961758763459e-11,1.3308805086650538e-11,2.5573363546353614e-12
sub-071,2,2.2966185412132846e-10,2.6516045492173538e-11,9.120686674245446e-12,1.1476911263637091e-11,2.266752494857603e-12
sub-071,14,2.30461399761884e-10,2.970774052833748e-11,1.6869291736386567e-11,1.1622692136414992e-11,2.4665388504998997e-12
sub-072,7,4.735915032040137e-10,6.456964554653426e-11,1.404421949855747e-11,1.4980083965400127e-11,4.522570225758695e-12
sub-072,8,4.3003439679797916e-10,6.332471478378885e-11,1.3321669452618432e-11,1.4241728442655604e-11,4.085398880302876e-12
sub-072,3,2.8527676652961126e-10,4.0096156016530965e-11,1.0993559086659522e-11,1.213686682492124e-11,2.92643231652226e-12
sub-072,4,2.5091520792812873e-10,3.709076270631332e-11,1.0656225626220776e-11,1.3501310441142623e-11,4.852300118191062e-12
sub-072,0,2.3769610829879797e-10,3.389125642169627e-11,9.490824252617696e-12,1.0218700051339662e-11,2.4297036300860663e-12
sub-072,1,2.3095943616721718e-10,3.3502780454426374e-11,9.42352213102e-12,1.0320559406780995e-11,2.4754425121520975e-12
sub-072,12,2.5449251964654156e-10,3.884594551794128e-11,1.0775822848407176e-11,1.1393943441602589e-11,2.383949385327448e-12
sub-072,13,2.472243199464161e-10,3.827071944398105e-11,1.0530717689175916e-11,1.1249094908876151e-11,2.581470780564131e-12
sub-072,10,2.6770051151832e-10,4.0788398316384747e-11,1.1495390058550684e-11,1.1368894828817879e-11,2.826429138397636e-12
sub-072,11,2.67875469739916e-10,3.9840889073780185e-11,1.1276616377344003e-11,1.148911350566678e-11,3.0825011937177944e-12
sub-072,5,2.768644047960643e-10,4.135378716945516e-11,1.1610044800414528e-11,1.525709695566862e-11,7.081046458173629e-12
sub-072,6,2.5820108003066224e-10,4.1040668315996654e-11,1.136533190832434e-11,1.4356671411723056e-11,6.564712260910213e-12
sub-072,15,2.6026583601138565e-10,4.380182925803628e-11,1.133048657951928e-11,1.252711992721383e-11,4.475950059204845e-12
sub-072,16,2.4968694846222063e-10,4.6043629615539375e-11,1.2154671557915337e-11,1.2728509183076589e-11,4.338606203458404e-12
sub-072,17,2.7872032530355465e-10,5.113125045451021e-11,1.2992755877261459e-11,1.2098110078136649e-11,3.222223261260888e-12
sub-072,18,2.725553441271892e-10,4.935511950095946e-11,1.2936536459842832e-11,1.2613532612556171e-11,4.266616944649487e-12
sub-072,9,2.821349907538127e-10,4.0862334543679655e-11,1.116361870681444e-11,1.2247100984826887e-11,2.4298384965262288e-12
sub-072,2,2.3981353631996173e-10,3.294714933283608e-11,1.0120654375496393e-11,1.1595946012409867e-11,2.2689014878694357e-12
sub-072,14,2.579841112637213e-10,3.4559159142879405e-11,1.048401314406055e-11,1.1504729628061534e-11,2.4955973999726623e-12
sub-073,7,3.1843127098550503e-10,3.373763493035281e-11,1.2327552012554572e-11,1.0657460145081592e-11,2.925485493012776e-12
sub-073,8,3.1580182467999075e-10,3.3077462266525573e-11,1.1214223514203603e-11,1.027525072488953e-11,2.875906795436627e-12
sub-073,3,2.5846462864378926e-10,2.8393327868108656e-11,9.470793184993139e-12,9.085826738254169e-12,2.286726854666307e-12
sub-073,4,2.6421110098811966e-10,2.8673548956433628e-11,9.093690358055127e-12,9.150538293437258e-12,2.414728430550816e-12
sub-073,0,2.502684987204906e-10,2.672422397485829e-11,8.340822851296695e-12,8.597552475931641e-12,2.0163515566783865e-12
sub-073,1,2.4923766247416114e-10,2.7174279594010356e-11,8.349890393736434e-12,8.603804917263683e-12,2.068562397365712e-12
sub-073,12,2.5109353825300815e-10,2.8253507640426583e-11,1.0426620671502872e-11,9.624492867456054e-12,2.2603820979545937e-12
sub-073,13,2.496455734323501e-10,2.867581833639509e-11,1.1600069794996446e-11,9.050283824023791e-12,1.928991351583126e-12
sub-073,10,2.528401818564486e-10,3.36056342721297e-11,1.9276602441567635e-11,1.0941066716662471e-11,2.8196527336215197e-12
sub-073,11,2.5402538257936566e-10,3.738606876114116e-11,2.580294021132332e-11,1.072745727251184e-11,2.5128641840363414e-12
sub-073,5,2.6535560028605647e-10,3.202434900263389e-11,1.2199941789865189e-11,1.0690946097030351e-11,3.236500407258357e-12
sub-073,6,2.6248186260298123e-10,3.1963073503655523e-11,1.1734015782810564e-11,1.1494682256968858e-11,4.253068695112493e-12
sub-073,15,2.580690620958488e-10,3.0955425494753796e-11,1.2569652544614007e-11,1.1963481984962383e-11,4.9834945390363216e-12
sub-073,16,2.517695823366913e-10,3.234880479284263e-11,1.3877432495030487e-11,1.243289274274528e-11,5.855775756172809e-12
sub-073,17,2.5218736318486276e-10,3.2489317360703863e-11,1.7072767027558637e-11,1.1236259244977352e-11,3.18362295423536e-12
sub-073,18,2.611528539179537e-10,3.752511767836385e-11,2.1318159434629578e-11,1.0820241322538024e-11,2.5647696575507344e-12
sub-073,9,2.6045538216399996e-10,2.910494657695123e-11,9.672922931081539e-12,8.839239366818843e-12,1.978194975719919e-12
sub-073,2,2.8602620915352066e-10,2.9573654652974686e-11,9.145341948711446e-12,9.39128024900644e-12,2.070696226852465e-12
sub-073,14,2.498092243669439e-10,2.802863542336501e-11,1.0546506672930324e-11,8.943892279793512e-12,2.0190008593501425e-12
sub-074,7,2.5229010265939803e-09,5.203907224602609e-10,1.709004505506411e-10,1.9238867441800186e-10,2.095928282852233e-11
sub-074,8,2.320232947190661e-09,3.7280403385180567e-10,8.374854569653097e-11,1.447565697862272e-10,4.505610171533883e-11
sub-074,3,2.1945267352546342e-09,3.3374126941552416e-10,6.519000120406135e-11,6.164975968730269e-11,9.557110747512416e-12
sub-074,4,2.1455199713573227e-09,3.1376015673819487e-10,4.848517420189354e-11,6.422781650223239e-11,1.592036977755062e-11
sub-074,0,2.3021171704161156e-09,3.1663564760299557e-10,5.1225170143537353e-11,4.567422153909144e-11,7.307308399264629e-12
sub-074,1,2.5692354581833403e-09,4.1892015190219693e-10,1.1064333128602075e-10,1.164876249171673e-10,8.761815079533899e-12
sub-074,12,2.2173396511239164e-09,3.0379339256130505e-10,5.2907423443251866e-11,4.583017055988954e-11,6.929914999877255e-12
sub-074,13,2.207951241859761e-09,3.242313099378809e-10,5.951657725521018e-11,4.724072415791652e-11,7.764746698981292e-12
sub-074,10,2.086771061127081e-09,3.0499522002489373e-10,6.239746504213537e-11,5.0258570636117567e-11,8.139754169254318e-12
sub-074,11,6.110115027279311e-09,1.4836639927295602e-09,6.759913346901396e-10,6.213548878162429e-10,7.871169948171355e-10
sub-074,5,2.122160554457881e-09,3.074643635221693e-10,5.488154127236127e-11,4.777146841681981e-11,7.837362523642025e-12
sub-074,6,2.351754467486731e-09,3.137726829706524e-10,5.551949867477934e-11,4.96925901543525e-11,8.98984673362154e-12
sub-074,15,2.116780870416514e-09,3.0688065258472355e-10,5.5290034826158124e-11,4.9784114940648284e-11,1.0982533735656045e-11
sub-074,16,9.442047475066888e-09,2.2957896300581254e-09,4.14848125060429e-10,8.00014840647227e-10,8.94172979508343e-10
sub-074,17,2.107232435722845e-09,3.0743405618766976e-10,5.943842951276729e-11,4.9169063573683765e-11,8.931619662422613e-12
sub-074,18,2.199025736354509e-09,3.3632022266651274e-10,7.041088035709675e-11,4.708941169776241e-11,6.868241761530928e-12
sub-074,9,2.2307501832323927e-09,3.178233090540447e-10,6.048503371747302e-11,7.057186592958992e-11,1.5351937783474726e-11
sub-074,2,3.4198136843853595e-09,5.188603546960696e-10,9.493869360551359e-11,9.657553490855087e-11,1.8226915448881813e-11
sub-074,14,2.6488611154901082e-09,3.30168202572894e-10,5.416277418336524e-11,4.9430558747567584e-11,7.112054025940975e-12
sub-075,7,1.4211218330566326e-09,1.7241632139353187e-10,6.983349397584023e-11,1.7109812565299574e-10,1.0641044136035864e-10
sub-075,8,1.3231908597215815e-09,1.6846725503612312e-10,6.930894664925651e-11,2.2405491462188648e-10,1.395615292100136e-10
sub-075,3,1.1931409558914911e-09,1.5450126808909848e-10,5.956764835690732e-11,9.327967065533706e-11,4.327750151359502e-11
sub-075,4,1.1936640511551172e-09,1.572062071200567e-10,5.953883951390333e-11,9.941211917196743e-11,4.5731688529409956e-11
sub-075,0,1.1699436590828215e-09,1.5128172616596528e-10,5.690274689187336e-11,8.12196692254037e-11,3.1007847458529584e-11
sub-075,1,1.167638537032571e-09,1.5149468884287208e-10,5.6373701536134e-11,8.025869986802781e-11,3.062303609246346e-11
sub-075,12,1.1701150147638355e-09,1.569239123091991e-10,7.364565286402234e-11,9.119593288385207e-11,3.408023461392014e-11
sub-075,13,1.17209385022491e-09,1.5691767419477604e-10,7.678538823824381e-11,9.240590691795055e-11,3.5887107310331705e-11
sub-075,10,1.1767310655021683e-09,1.6660313372897552e-10,1.336269575284942e-10,9.173700414797359e-11,2.5532504964476095e-11
sub-075,11,1.1751171210334664e-09,1.6546489251891012e-10,1.462928658873483e-10,9.187926480868755e-11,2.8239890714986373e-11
sub-075,5,1.2142464000895962e-09,1.6569002275126288e-10,6.511118187345772e-11,9.795329288088235e-11,4.938295653713992e-11
sub-075,6,1.2420578594822527e-09,1.6950689142032303e-10,6.489493580834055e-11,9.394419333575329e-11,3.975147968217258e-11
sub-075,15,1.18552899995337e-09,1.7171205828894787e-10,7.08853491239595e-11,9.290213641296959e-11,3.727783148694828e-11
sub-075,16,5.256642595111082e-10,7.752113000134991e-11,2.946554150578393e-11,4.0581104932974894e-11,1.9907630354272358e-11
sub-075,17,1.1740459600254274e-09,1.6484449005738143e-10,1.011377454346469e-10,9.393917647461632e-11,3.247715945777981e-11
sub-075,18,1.1786920102996543e-09,1.698681254502977e-10,1.5193287487067628e-10,9.917118294202389e-11,3.511548188712225e-11
sub-075,9,1.1844275427216116e-09,1.5303722508776786e-10,5.966978586291644e-11,8.649168361028796e-11,3.339394213608875e-11
sub-075,2,1.169019206909603e-09,1.51502006995676e-10,5.848948864783629e-11,8.647884719546607e-11,3.248235687102109e-11
sub-075,14,1.169318317417161e-09,1.5521059882388192e-10,6.980622679163482e-11,8.8631986826083e-11,3.3295783098682685e-11
sub-076,7,2.9428821492240003e-08,4.9394144849871965e-09,1.754991795987336e-09,1.5982284542562383e-09,1.4824445287082866e-09
sub-076,8,5.56749139912515e-10,8.295318943222218e-11,3.339726693931987e-11,5.7904402396868136e-11,2.1336879020256004e-11
sub-076,3,5.42824475503831e-10,7.600513089293379e-11,2.6357117935092672e-11,3.466238525464648e-11,1.500404115615591e-11
sub-076,4,5.411233605943329e-10,8.073123383295273e-11,2.994743060258084e-11,3.53442949931613e-11,1.2098752189115524e-11
sub-076,0,5.204734566483757e-10,7.680134558069576e-11,2.6486675213653195e-11,2.6240932026935808e-11,8.765618670874998e-12
sub-076,1,5.183620299465938e-10,7.779156218057562e-11,2.6517520760847447e-11,2.2635405749766688e-11,6.3084194609863e-12
sub-076,12,9.083000300541451e-10,8.296116085310288e-11,2.207125817676581e-11,2.4786668606025063e-11,1.1240155108558312e-11
sub-076,13,5.324221200544725e-10,7.433147353365152e-11,2.439212166922575e-11,2.0786801686110644e-11,5.5120200591098316e-12
sub-076,10,7.516034318841902e-10,8.189957507550581e-11,2.795832600675025e-11,3.676410365011775e-11,1.66747032213712e-11
sub-076,11,1.2108439586041571e-09,7.893538753412552e-10,8.090767658662575e-10,3.6002311160453364e-10,9.525746469387491e-11
sub-076,5,5.133693593697843e-10,6.801784882602747e-11,2.4295328911312352e-11,3.284128404505916e-11,1.3437831656808851e-11
sub-076,6,5.512047651241793e-10,8.197355752379667e-11,3.111488835968649e-11,3.56582165844423e-11,1.0109517385318042e-11
sub-076,15,5.470208565930469e-10,8.415570850781913e-11,3.176649760288435e-11,2.950244202361368e-11,1.079021183730614e-11
sub-076,16,5.311229187704692e-10,8.085949222827901e-11,2.867599094769507e-11,2.732829054336545e-11,8.998789805844699e-12
sub-076,17,6.006155673871881e-10,7.725970250825531e-11,2.4123508486606982e-11,2.541374741479109e-11,1.0425147999855399e-11
sub-076,18,5.485334686722338e-10,8.334246745561359e-11,2.7756955617976115e-11,2.5732116093816613e-11,8.561313722930495e-12
sub-076,9,5.373723077132793e-10,8.132786422383439e-11,2.9231120610179484e-11,3.096910522925625e-11,9.963632877231914e-12
sub-076,2,5.454150707872673e-10,8.414979443786277e-11,3.129424444408256e-11,2.646142282762425e-11,7.647847992410874e-12
sub-076,14,1.096399569777877e-09,1.9180538048336416e-10,5.2550873139714336e-11,2.6666467358622128e-11,1.3257809111126348e-11
sub-077,7,4.3172130595141596e-10,3.9244062787831686e-11,9.831178281354477e-12,1.9279984863905035e-11,1.339401065877745e-11
sub-077,8,3.419424954273138e-10,3.229923021728467e-11,9.221433916452655e-12,1.2984126969848612e-11,6.448442254752593e-12
sub-077,3,2.8591670107373303e-10,2.933357685135131e-11,8.578794726463146e-12,1.6707193907465368e-11,1.2752300166638156e-11
sub-077,4,2.817084014569181e-10,2.904363686314225e-11,8.540120056861877e-12,1.2587935764421355e-11,8.047956701500895e-12
sub-077,0,2.7738906089856616e-10,2.848975577022657e-11,8.031811068539414e-12,9.11265655678828e-12,2.804401043600497e-12
sub-077,1,2.780314150709393e-10,2.8351396671901585e-11,8.05052573314717e-12,9.006321754604182e-12,2.755475712282199e-12
sub-077,12,2.7813499382205647e-10,2.876154410256792e-11,8.902955729213526e-12,1.0070519354217072e-11,2.9788488694604265e-12
sub-077,13,2.784418938379821e-10,2.8610905781627008e-11,8.555230618830969e-12,9.485040261890609e-12,2.648760763566145e-12
sub-077,10,2.7985674903940705e-10,2.948103806486238e-11,1.1163104982250812e-11,1.280268722278693e-11,3.851926048627865e-12
sub-077,11,2.8056529698015543e-10,2.9204774186749087e-11,1.2426483545843708e-11,1.2874928090397732e-11,3.656374669592206e-12
sub-077,5,3.0190025672845387e-10,3.0886968612175095e-11,1.0178418737296009e-11,3.2471725964134134e-11,3.602780105657164e-11
sub-077,6,3.138537186963679e-10,3.1718853819323235e-11,9.623090624562059e-12,1.4701395875997952e-11,1.0261751842305468e-11
sub-077,15,2.8081206477429843e-10,2.9499308447456156e-11,9.07738208744692e-12,1.6737345866179426e-11,7.236005575630477e-12
sub-077,16,2.7917052211598743e-10,2.9109962266726696e-11,9.131796552154083e-12,1.3295697239600246e-11,7.063616657844644e-12
sub-077,17,2.778789163821256e-10,2.8398060582300043e-11,1.0093043855098003e-11,1.2286549478371108e-11,4.352615186690611e-12
sub-077,18,2.790048139107703e-10,2.8944218441603748e-11,9.826081487557798e-12,1.0578611900602198e-11,3.1780673149094084e-12
sub-077,9,2.8224833818993353e-10,2.886339418931946e-11,8.133697582756899e-12,8.95682182963328e-12,2.5456564965984854e-12
sub-077,2,2.7992780558386577e-10,2.877123844264433e-11,8.050670663663781e-12,8.655103759119059e-12,2.4273334076502884e-12
sub-077,14,2.7936533741999447e-10,2.8765213367675773e-11,8.756205893285335e-12,9.666564206086162e-12,2.898661745974785e-12
sub-078,7,3.038634060905741e-10,2.9512748802247075e-11,1.1384015790650362e-11,2.537196227446888e-11,1.5613394592622754e-11
sub-078,8,3.0268170238668346e-10,2.8793028405430788e-11,9.88783825588774e-12,1.8787116419995805e-11,8.564629523606416e-12
sub-078,3,2.807170390426973e-10,2.7050785132869182e-11,8.59177333257865e-12,1.290013748501943e-11,5.0962989550380055e-12
sub-078,4,2.8198801285132e-10,2.827102161979384e-11,9.274081576641644e-12,1.4746099455260103e-11,6.526064784882677e-12
sub-078,0,2.7078299291862247e-10,2.5967731131318574e-11,7.975050182573059e-12,9.555302739265958e-12,2.260919145099656e-12
sub-078,1,2.676511181022997e-10,2.60995817972613e-11,8.025147386969392e-12,9.385294483308368e-12,2.288524451250817e-12
sub-078,12,2.7082600696754677e-10,2.6415402523678536e-11,8.406830315478616e-12,1.0769008559224282e-11,2.2137710966869264e-12
sub-078,13,2.9047981431466015e-10,2.854257371840678e-11,8.889086769528326e-12,1.0711032275124991e-11,2.2649490756750774e-12
sub-078,10,2.7578042563962127e-10,2.798511616323725e-11,9.754845252001955e-12,1.289027999502047e-11,2.691946234141275e-12
sub-078,11,2.8251165540552247e-10,2.8457268367824653e-11,9.89670803691439e-12,1.3043336028503814e-11,2.8713649134675586e-12
sub-078,5,2.9372431689588306e-10,2.9920430345918985e-11,1.0417083866154428e-11,1.4942869316443628e-11,6.254528622002364e-12
sub-078,6,2.9342140064417625e-10,3.1946521414650014e-11,1.1626991176815718e-11,1.6184092045594208e-11,5.650055255908222e-12
sub-078,15,2.7563595255366836e-10,2.8532218821608816e-11,1.1024540438347449e-11,2.3011167930065723e-11,1.2349415100889243e-11
sub-078,16,2.7281243019689776e-10,2.815127223894028e-11,1.0739790497363034e-11,1.5942271257873735e-11,6.123085207889302e-12
sub-078,17,2.7382705289575606e-10,2.8244209372836288e-11,1.0344562109066192e-11,1.4318268793077567e-11,3.671522246305866e-12
sub-078,18,2.7435989162178427e-10,2.7370078382673476e-11,9.32039029034156e-12,1.2240750535166039e-11,2.744946712198718e-12
sub-078,9,2.747022935460409e-10,2.6521986516351563e-11,8.012094892828208e-12,9.735035218481475e-12,2.2421004690981453e-12
sub-078,2,2.6865583587609923e-10,2.5890331896277327e-11,7.570459308474544e-12,8.88105172099394e-12,1.853384520434513e-12
sub-078,14,2.7402976585509503e-10,2.6720111204007398e-11,8.11821854289789e-12,9.648611519225492e-12,2.1109776173218238e-12
sub-079,7,1.961345854844027e-09,2.5469658871098477e-10,1.0624180845444119e-10,2.375603107025291e-10,1.1534666788053503e-10
sub-079,8,2.2351846629845332e-09,2.857175554541996e-10,1.202649452775584e-10,2.6328207341475906e-10,1.2442684939711575e-10
sub-079,3,1.7854221811458747e-09,2.47545512977537e-10,9.875234918164545e-11,1.673651882267995e-10,7.113636438844891e-11
sub-079,4,1.8064290988805654e-09,2.463984404441876e-10,9.794842395546844e-11,1.758827723377145e-10,8.442734570706013e-11
sub-079,0,1.779237120036812e-09,2.4619423836839045e-10,9.87423446937278e-11,1.6858779616288704e-10,7.284804201614316e-11
sub-079,1,1.768165610535092e-09,2.4225197168496376e-10,9.572784842619888e-11,1.5970714566973064e-10,6.878096241220201e-11
sub-079,12,1.7697948600474707e-09,2.41990561210421e-10,1.0167968548378215e-10,1.5712661406892922e-10,6.554232899753329e-11
sub-079,13,1.788704834466857e-09,2.487877484889265e-10,1.0867409468813906e-10,1.6691279454346743e-10,7.03151090027268e-11
sub-079,10,1.76713798121719e-09,2.411612737244614e-10,1.2954182596836963e-10,1.4805019333254695e-10,5.943615995004471e-11
sub-079,11,1.7852126151562071e-09,2.508384983637954e-10,1.3946963461735575e-10,1.6573359940093175e-10,6.838497383583942e-11
sub-079,5,1.791338714911466e-09,2.4931009551813037e-10,1.0246702066311243e-10,1.8576050601351428e-10,8.837002088797226e-11
sub-079,6,1.8001514241058255e-09,2.604102669172862e-10,1.0828866325195321e-10,1.8725411558980012e-10,8.423467067799206e-11
sub-079,15,1.78524849476893e-09,2.4961609364322717e-10,1.0316625446050436e-10,1.7099888652623276e-10,7.513304094195252e-11
sub-079,16,1.7884556977668526e-09,2.489175875496637e-10,1.0226485705661132e-10,1.737944523242145e-10,8.118208966882488e-11
sub-079,17,1.787268522995057e-09,2.5366307801035554e-10,1.1066097104327435e-10,1.7044558844190269e-10,7.043352881390905e-11
sub-079,18,1.7793766047463231e-09,2.4796494223243616e-10,1.148476251939724e-10,1.6518410102443608e-10,7.109168276327352e-11
sub-079,9,1.787745629783814e-09,2.48832809784014e-10,9.833872045550845e-11,1.58337393603236e-10,6.503540349469321e-11
sub-079,2,1.7778791999061622e-09,2.4628646008212563e-10,9.821048675214676e-11,1.66353698007891e-10,7.104284489755626e-11
sub-079,14,1.783415715344503e-09,2.482093575278266e-10,1.0952376212167636e-10,1.6892508603164054e-10,7.22958426480442e-11
sub-080,7,4.235623472871195e-10,3.7642968815146026e-11,2.4832894994435408e-11,1.6911866541731576e-11,5.106439569113701e-12
sub-080,8,3.1429640827808275e-10,3.389248182924051e-11,2.0904210589402948e-11,2.0723619235620865e-11,7.200456698582828e-12
sub-080,3,2.7373763271397464e-10,3.2646256743472625e-11,2.227762859248153e-11,1.7581617601927052e-11,9.65052252784658e-12
sub-080,4,2.5541061451518686e-10,2.9348402414744484e-11,1.560202048010186e-11,1.4544146209494167e-11,4.270651632337687e-12
sub-080,0,2.48878001172992e-10,2.7791126168898428e-11,1.1295815182988299e-11,1.2578975736923187e-11,2.9938974896203197e-12
sub-080,1,2.4698686960444917e-10,2.7285244153742052e-11,1.1021990219854163e-11,1.2292708679625409e-11,2.886112612074629e-12
sub-080,12,2.5104506439488167e-10,3.6930713026565455e-11,3.970038854398793e-11,1.8538453836869715e-11,2.7464901742874094e-12
sub-080,13,2.4987561489967744e-10,4.359687165380942e-11,6.612598477885936e-11,1.8692408584860743e-11,3.183757036815417e-12
sub-080,10,2.5647447454155187e-10,7.52021838152126e-11,1.6558942667643714e-10,3.619683153375107e-11,5.960404604870586e-12
sub-080,11,2.533383384808066e-10,7.465729871687721e-11,1.6810431347470127e-10,3.2566860985092197e-11,4.749034183625371e-12
sub-080,5,1.1436999408184864e-09,1.4847355917203555e-10,7.016801260104499e-11,1.1372663246158104e-10,2.0990570901620811e-10
sub-080,6,2.904910674547947e-10,3.295923314631896e-11,1.631614680695173e-11,1.7667653888949508e-11,4.641001424337845e-12
sub-080,15,2.5382113673980257e-10,3.205936755707513e-11,1.7410829899504524e-11,2.168149875801932e-11,7.697354492852335e-12
sub-080,16,2.5728254315398995e-10,3.256364212619533e-11,1.9146336265495865e-11,1.8204724709084837e-11,4.365432930002589e-12
