Subject,Channel,Mean,Variance,Skewness,Kurtosis,Hjorth_Mobility,Hjorth_Complexity
sub-047,O2,7.27E-05,9.46E-09,-0.071913351,-0.545853004,0.139446137,7.865428955
sub-047,F7,-0.000167952,5.86E-09,0.081751495,0.165751216,0.19362737,6.127148523
sub-047,F8,-0.000121154,5.74E-09,0.000813774,-0.183187237,0.211300023,5.866961428
sub-047,T3,-5.62E-05,4.37E-09,-0.063887449,0.128767336,0.209724259,5.363713346
sub-047,T4,-5.31E-05,4.86E-09,-0.050229892,0.173479847,0.203429929,5.532845328
sub-047,T5,-6.24E-06,7.50E-09,0.124560731,-0.115211399,0.157177246,7.066816534
sub-047,T6,-0.000202225,1.02E-08,-0.126443181,-0.203810936,0.133937522,8.206924686
sub-047,Fz,-0.000284041,1.03E-08,-0.316635647,1.172141974,0.1302779,8.443710304
sub-047,Cz,-5.74E-05,1.13E-08,0.086588422,23.26618352,0.12340034,8.803227023
sub-047,Pz,1.83E-05,3.84E-08,0.227262224,-0.268470056,0.069134101,15.5287143
sub-048,Fp1,-0.000104131,1.89E-07,-5.618533979,36.007143,0.031611222,38.79453276
sub-048,Fp2,-0.000102095,1.85E-07,-5.895815233,36.74953365,0.032254408,37.6700952
sub-048,F3,-0.000118827,1.88E-07,-6.046121644,38.064525,0.046776712,27.57581203
sub-048,F4,-0.000124248,1.89E-07,-6.032267161,38.00974699,0.035637376,34.08626317
sub-048,C3,-0.000112892,1.94E-07,-6.119843471,38.87742015,0.026906873,43.16606823
sub-048,C4,-3.78E-05,1.75E-07,-6.146986015,39.11971583,0.028864703,38.97009334
sub-048,P3,-0.000220267,2.40E-07,-4.060732351,22.38080992,0.024079669,47.15518223
sub-048,P4,-3.42E-05,3.16E-07,-0.941631608,21.12926502,0.021822001,50.49560232
sub-048,O1,-5.96E-05,1.89E-07,-4.845932239,28.33956465,0.028429715,40.35330429
sub-048,O2,-0.000483654,1.10E-06,-0.298076646,2.690646556,0.197175978,5.105436864
sub-048,F7,-0.000150713,1.87E-07,-6.001543081,37.56494205,0.047863083,28.38495822
sub-048,F8,-0.000134704,1.87E-07,-6.00745359,37.85550856,0.042452147,29.86717428
sub-048,T3,-0.000106214,1.77E-07,-6.119412545,38.85841615,0.04339771,28.85935559
sub-048,T4,-4.01E-05,1.86E-07,-5.650913054,35.03875706,0.035388648,33.01701566
sub-048,T5,-5.12E-05,2.35E-07,-4.026514107,22.4196967,0.025059937,44.93789716
sub-048,T6,-7.88E-05,2.65E-07,-2.326477882,22.67568155,0.024367323,46.3176688
sub-048,Fz,-0.000196734,1.86E-07,-6.02786844,37.96375928,0.029953173,37.28788148
sub-048,Cz,-1.86E-05,1.71E-07,-6.141599319,39.16587618,0.027415694,41.89445478
sub-048,Pz,-2.30E-05,1.86E-07,-5.508338282,34.79560477,0.029008027,38.46071952
sub-049,Fp1,2.09E-05,1.06E-08,-0.356248677,0.070172778,0.090491602,12.48271135
sub-049,Fp2,2.47E-05,7.96E-09,0.354444588,0.123514619,0.106380317,10.48298335
sub-049,F3,3.51E-05,9.42E-09,0.255607092,-0.229791517,0.093782656,11.92235474
sub-049,F4,2.25E-05,7.51E-09,-0.107463541,-0.444351699,0.10739023,10.07572407
sub-049,C3,-6.80E-05,4.62E-09,0.066870672,0.022001603,0.132906326,8.393801741
sub-049,C4,6.47E-05,4.76E-09,-0.166950184,-0.092103146,0.135302162,7.918729246
sub-049,P3,9.05E-06,6.30E-09,0.247057215,0.100862032,0.114585934,9.73247624
sub-049,P4,2.32E-05,4.87E-09,-0.005916456,-0.119805134,0.133302908,8.061087186
sub-049,O1,8.68E-05,7.55E-08,0.78686826,-0.310560794,0.035811645,30.05458312
sub-049,O2,-8.37E-05,3.65E-08,1.16033334,1.825591863,0.050614516,21.09003472
sub-049,F7,-4.52E-05,5.17E-09,0.085108911,0.382919545,0.126002983,8.657793553
sub-049,F8,1.76E-05,5.49E-09,-0.034026405,-0.131879979,0.129888175,8.461749045
sub-049,T3,3.78E-06,6.37E-09,0.215002975,0.06096602,0.116139958,9.675583934
sub-049,T4,-0.000112139,1.61E-08,0.46095195,-0.353820718,0.076623375,14.18775185
sub-049,T5,0.000170492,1.88E-08,0.613730025,-0.306156591,0.069548884,15.90876753
sub-049,T6,-0.000137203,1.15E-08,0.637688819,0.284108148,0.089081579,11.97348797
sub-049,Fz,-0.00026075,7.33E-09,0.005408608,-0.061814591,0.104008571,10.82246811
sub-049,Cz,0.000158541,7.44E-09,-0.238192099,-0.079236922,0.104064075,10.68225654
sub-049,Pz,1.86E-05,5.37E-09,0.02707755,-0.172319377,0.127428294,8.461216689
sub-050,Fp1,6.80E-06,7.41E-08,-0.8117526,1.426298249,0.042407115,29.84149953
sub-050,Fp2,-1.99E-05,2.09E-08,-1.164872427,5.051905788,0.080333651,15.68998722
sub-050,F3,-5.07E-05,5.77E-08,-0.647325592,0.791625454,0.049716865,25.4085874
sub-050,F4,-2.92E-05,3.18E-08,-1.241238401,3.389574983,0.067163547,18.06264803
sub-050,C3,5.32E-06,5.93E-09,0.096544976,-0.013304906,0.14295459,8.763676355
sub-050,C4,-8.81E-06,5.89E-09,-0.118152649,0.416287428,0.146148089,8.012159048
sub-050,P3,4.29E-05,6.23E-08,0.502079248,-0.984150594,0.0436315,28.8954923
sub-050,P4,-9.48E-05,3.20E-08,0.738718532,1.748714396,0.062924056,18.52356531
sub-050,O1,5.30E-05,4.77E-08,0.910651823,0.926253408,0.053006902,22.10117405
sub-050,O2,-0.000231851,2.40E-07,-0.958508548,2.488591861,0.023953161,49.42916712
sub-050,F7,-0.000323601,7.82E-08,-0.270880981,-0.574645486,0.051483381,24.61151898
sub-050,F8,-0.000199399,2.89E-08,-1.201907267,2.72835462,0.073371912,16.62331764
sub-050,T3,-7.47E-06,2.11E-08,-0.412848948,0.348454427,0.097646687,13.08352324
sub-050,T4,-5.27E-05,3.37E-08,-1.021905386,4.168383973,0.067763856,16.95608085
sub-050,T5,0.000118149,1.31E-08,1.009988812,2.945742282,0.10075604,12.01578107
sub-050,T6,0.000140635,4.46E-08,0.949377004,1.170076605,0.057150151,20.76623677
sub-050,Fz,0.000253195,1.51E-08,0.415556318,0.53906622,0.089170365,13.29008092
sub-050,Cz,-6.61E-05,3.04E-08,1.4317554,5.137119538,0.06131997,20.46261998
sub-050,Pz,6.07E-05,3.13E-08,1.29133986,3.026505339,0.062195918,19.10087767
sub-051,Fp1,-0.000246766,2.27E-07,-1.156397984,3.080689291,0.025779807,49.60156462
sub-051,Fp2,-0.000135825,5.41E-07,-1.107891743,2.879491039,0.016605182,76.561895
sub-051,F3,-0.000122669,1.62E-07,-1.841489939,4.721513262,0.030258821,42.02687408
sub-051,F4,-0.000121398,1.59E-07,-1.799428096,4.533561992,0.029942072,41.83154768
sub-051,C3,0.000206757,1.05E-08,0.668736413,0.633606642,0.115141977,11.08703356
sub-051,C4,-0.000197025,1.03E-08,-0.510012743,0.411623128,0.115558012,11.03986888
sub-051,P3,-0.000189421,1.05E-08,-0.633163575,0.758727605,0.115941311,10.87766404
sub-051,P4,-0.000205459,7.63E-09,-0.115763865,0.049648274,0.136035655,9.205911511
sub-051,O1,-0.000185397,1.15E-07,-2.547128915,9.335875354,0.03787553,33.04406016
sub-051,O2,-0.000132797,1.34E-07,-1.892602487,5.452446993,0.036257535,33.5360558
sub-051,F7,-0.00022528,3.33E-07,-1.52161409,3.747607601,0.022490941,56.94958557
sub-051,F8,-0.000150147,1.91E-07,-1.404777566,3.245166329,0.028414543,43.97193888
sub-051,T3,-0.000206025,3.91E-08,-1.388446751,3.594094114,0.064222187,19.97169172
sub-051,T4,-0.000113523,1.42E-07,-1.520774366,3.911627273,0.032578597,38.19391551
sub-051,T5,-0.000105467,8.45E-08,-2.175227909,8.033553295,0.042260721,30.17586582
sub-051,T6,-0.000103274,1.77E-07,-2.143711476,6.909840424,0.030188184,40.56951685
sub-051,Fz,-0.000189202,8.14E-09,-0.270555248,0.132646922,0.130021728,9.92519726
sub-051,Cz,-0.000156476,1.17E-08,-0.450050895,0.08777081,0.107366355,11.92430246
sub-051,Pz,-0.000151594,1.14E-08,0.105707424,0.23932894,0.111179478,11.31760044
sub-052,Fp1,1.89E-05,8.26E-09,0.182858402,0.7377675,0.163028996,7.026133006
sub-052,Fp2,-2.68E-05,1.13E-08,0.266638418,0.320464122,0.142596187,8.03401719
sub-052,F3,-0.000125313,5.77E-09,0.062340465,0.006349082,0.191960524,5.995241874
sub-052,F4,-8.51E-05,9.36E-09,-0.134978903,-0.143261655,0.151220022,7.518720195
sub-052,C3,-4.89E-05,4.43E-09,0.054267729,0.049319515,0.216797486,5.285177752
sub-052,C4,4.41E-05,4.39E-09,0.141085314,-0.160464133,0.216721815,5.231428352
sub-052,P3,0.000141789,8.23E-09,-0.42122238,0.404940787,0.161774836,7.05024368
sub-052,P4,5.70E-05,9.11E-09,0.476841231,-0.0739434,0.151803124,7.467694959
sub-052,O1,-5.27E-05,6.20E-09,-0.057471048,0.125108217,0.187109489,6.053621246
sub-052,O2,0.0001033,6.47E-09,0.104895742,0.923011947,0.18384277,6.093792561
sub-052,F7,8.15E-05,5.98E-09,0.283870966,0.184707239,0.190820769,6.003182322
sub-052,F8,7.76E-05,6.44E-09,0.19841397,0.274077378,0.183095263,6.251553632
sub-052,T3,3.42E-05,6.37E-09,0.130902905,-0.070204726,0.192881338,5.989686002
sub-052,T4,-4.72E-06,4.90E-09,0.24354438,-0.081988514,0.222438417,5.148529707
sub-052,T5,0.000129301,5.57E-09,0.125688895,0.202179511,0.201860729,5.637166997
sub-052,T6,0.000113066,4.80E-09,0.246220668,0.060029703,0.211895601,5.373095343
sub-052,Fz,1.96E-05,5.28E-09,0.116569321,-0.11319972,0.197425997,5.824827766
sub-052,Cz,0.000134786,7.26E-09,0.246486198,-0.013928993,0.168949249,6.777577229
sub-052,Pz,6.59E-05,8.87E-09,0.104469651,-0.086180332,0.153823502,7.411040111
sub-053,Fp1,1.92E-05,2.45E-07,2.985116533,13.72058146,0.021337999,53.4152995
sub-053,Fp2,-2.59E-05,1.92E-07,3.353367236,13.35932332,0.023678773,49.22301835
sub-053,F3,0.000180726,4.24E-08,0.428850418,4.408058924,0.050964766,23.09049908
sub-053,F4,-6.60E-05,4.05E-08,3.171748158,19.29597108,0.048791665,23.55275824
sub-053,C3,-5.97E-05,1.22E-08,1.717044709,25.58650617,0.085336165,13.7252392
sub-053,C4,5.84E-05,1.29E-08,-2.22748923,25.82187703,0.08221989,13.71380455
sub-053,P3,7.72E-05,1.50E-07,3.094144467,12.81600818,0.024697979,47.59135993
sub-053,P4,0.000141477,1.27E-07,2.354904746,8.727776235,0.026114028,44.00446162
sub-053,O1,-6.20E-05,1.53E-07,3.52746102,15.85375013,0.027401203,40.50524233
sub-053,O2,0.000116093,1.89E-07,3.347094978,14.31901336,0.025341911,43.85177777
sub-053,F7,-0.000155089,4.22E-07,0.391161925,11.17841761,0.159122647,6.682072901
sub-053,F8,0.000112927,1.33E-07,3.340864053,14.36768189,0.027366128,42.13438591
sub-053,T3,4.01E-05,9.29E-08,-4.528806904,27.50779667,0.036019555,32.05446958
sub-053,T4,-2.68E-05,4.53E-08,-3.039346497,18.84848172,0.045875315,24.57456207
sub-053,T5,6.81E-05,8.54E-08,3.666409281,20.38111087,0.036024439,32.43373725
sub-053,T6,0.000108337,7.81E-08,3.350617031,18.01039625,0.037534007,30.06878916
sub-053,Fz,-4.94E-05,1.44E-07,3.621652492,15.59512106,0.024358509,48.1557408
sub-053,Cz,-5.22E-05,1.51E-07,3.614368371,15.46712072,0.023818302,48.76974116
sub-053,Pz,3.62E-05,1.71E-07,2.151409636,6.254937347,0.023149801,48.03127401
sub-054,Fp1,-0.000136825,9.73E-09,-0.116983974,1.459401247,0.0984164,11.86725952
sub-054,Fp2,-0.00016013,1.80E-08,-1.675563016,9.450665356,0.074317342,15.57688792
sub-054,F3,-4.70E-05,6.10E-08,-2.478849261,10.64265394,0.039128692,29.50448532
sub-054,F4,3.38E-05,1.28E-07,-2.345279158,10.08905455,0.027635633,42.14511121
sub-054,C3,-7.16E-05,4.54E-09,-0.047802605,0.046588462,0.13582495,8.465184167
sub-054,C4,7.12E-05,4.33E-09,0.086592043,-0.197664013,0.139003226,8.107190315
sub-054,P3,-2.56E-05,4.77E-09,0.126046364,0.032247967,0.130685515,8.829964877
sub-054,P4,-4.64E-05,9.09E-09,-0.195903818,1.029060243,0.093374315,12.34046278
sub-054,O1,9.44E-05,1.21E-08,-0.274750504,0.520455539,0.08136705,13.92147423
sub-054,O2,4.26E-05,2.56E-08,-1.274921848,5.674610386,0.059024594,19.07779081
sub-054,F7,4.87E-05,7.98E-08,-1.546710678,6.374477289,0.041439001,29.46994358
sub-054,F8,-4.79E-05,1.48E-08,-1.092713316,2.877772566,0.106763184,11.51128521
sub-054,T3,-6.88E-05,1.47E-08,-1.288292516,4.748132392,0.084240847,13.89183655
sub-054,T4,5.84E-06,6.09E-09,0.356775202,0.374484393,0.133709256,8.91112108
sub-054,T5,-2.62E-05,2.23E-08,-2.446213913,10.27326459,0.065893064,17.69759027
sub-054,T6,9.33E-07,2.31E-08,-1.451261897,5.715276311,0.060799949,19.09215245
sub-054,Fz,-0.000181131,2.07E-08,-1.889177524,5.731594461,0.062136097,18.49039638
sub-054,Cz,-2.15E-05,5.38E-09,-0.308803075,1.736208428,0.122743111,9.32358054
sub-054,Pz,-0.000110847,2.59E-08,-1.191234755,2.107809082,0.056914114,19.97720361
sub-055,Fp1,0.000231234,4.78E-08,1.661352245,5.23088315,0.042739777,25.70490073
sub-055,Fp2,0.000105268,4.03E-08,0.775648286,2.614092061,0.047185313,23.03596773
sub-055,F3,2.46E-05,4.83E-08,2.077288229,6.787351254,0.03901203,27.81168806
sub-055,F4,0.00026101,1.01E-07,1.120873665,1.386410215,0.027530164,39.25807634
sub-055,C3,-9.75E-05,7.91E-09,-0.178663817,-0.049289073,0.095974119,11.30407588
sub-055,C4,9.30E-05,7.45E-09,0.206851925,-0.306444258,0.101363228,10.53252373
sub-055,P3,5.84E-05,1.11E-08,0.194937399,0.513227271,0.081584633,13.28110498
sub-055,P4,-0.000135546,3.72E-08,0.78880034,0.520448399,0.044776462,23.97625182
sub-055,O1,9.78E-05,1.81E-08,0.729291657,0.165080031,0.065912912,16.13948316
sub-055,O2,0.000123788,1.46E-08,0.597419018,0.023893063,0.073036087,14.53637946
sub-055,F7,0.000163837,4.00E-08,1.532103276,4.815770958,0.043582426,24.95042463
sub-055,F8,0.000188401,4.16E-08,0.923613856,1.83972379,0.0434251,24.62963797
sub-055,T3,0.00013877,2.90E-08,1.596314169,4.931134539,0.052433361,20.80109823
sub-055,T4,0.000215102,3.07E-08,1.019760255,1.631440355,0.051803198,20.7331978
sub-055,T5,4.51E-05,1.85E-08,0.870651054,0.422190519,0.065301564,16.37823153
sub-055,T6,0.00012126,1.13E-08,0.289680205,-0.183802958,0.082882779,12.87043007
sub-055,Fz,9.55E-05,1.12E-08,1.138766098,2.493854356,0.080870257,13.47299258
sub-055,Cz,6.69E-05,7.71E-09,0.321799371,0.097125132,0.096995547,11.21109969
sub-055,Pz,5.53E-05,1.31E-08,0.645720172,0.380246101,0.075486551,14.24920819
sub-056,Fp1,7.94E-05,2.53E-08,0.833542826,22.79842936,0.599972367,1.913853043
sub-056,Fp2,-4.15E-05,2.67E-08,0.643148146,20.26835546,0.583989627,1.966001188
sub-056,F3,-6.21E-05,2.58E-08,0.621713837,21.79177992,0.59353184,1.934651347
sub-056,F4,-3.77E-05,2.66E-08,0.737878079,22.10776643,0.585029842,1.962545021
sub-056,C3,7.63E-05,2.33E-08,0.704772558,28.06623724,0.625129159,1.836738182
sub-056,C4,-8.91E-05,2.31E-08,0.556039595,27.04915693,0.627237811,1.83043392
sub-056,P3,4.84E-05,2.38E-08,0.850176376,26.88397165,0.617905213,1.858146551
sub-056,P4,-0.000290029,2.58E-08,0.526183654,21.92294056,0.593421728,1.934618482
sub-056,O1,-1.59E-05,2.41E-08,0.697758396,26.12570877,0.614718866,1.86773389
sub-056,O2,-6.79E-05,2.70E-08,0.837199632,20.65338015,0.58034698,1.978376279
sub-056,F7,9.58E-05,2.49E-08,0.902799924,24.59551783,0.605318456,1.897774846
sub-056,F8,2.78E-05,2.52E-08,0.759225312,23.10651905,0.600849272,1.911384966
sub-056,T3,3.77E-05,2.45E-08,0.713968042,24.61444905,0.609928042,1.882797962
sub-056,T4,-8.26E-05,2.46E-08,0.568428335,23.47942723,0.607970177,1.888479007
sub-056,T5,2.22E-05,2.33E-08,0.83461602,27.91126938,0.625463306,1.835924008
sub-056,T6,9.75E-06,2.98E-08,0.846660914,18.36475458,0.552632635,2.077495057
sub-056,Fz,7.35E-05,2.47E-08,0.581667848,23.53220781,0.60652775,1.892920942
sub-056,Cz,4.63E-05,2.37E-08,0.785706665,26.64164534,0.619430431,1.853539926
sub-056,Pz,-8.49E-05,2.35E-08,0.823950223,26.99763117,0.62227093,1.844982864
sub-057,Fp1,4.43E-05,2.87E-08,-1.322184303,3.519893585,0.050435324,24.27639332
sub-057,Fp2,-0.000166108,2.68E-08,-1.236055408,2.05862838,0.050944971,23.58619859
sub-057,F3,6.96E-05,3.90E-08,-0.85791746,1.881563923,0.048774372,27.10181046
sub-057,F4,0.000127129,1.14E-08,-0.173887911,1.182828126,0.075080026,16.0512105
sub-057,C3,-1.30E-05,3.53E-09,0.023377628,-0.12192639,0.129327597,9.325332521
sub-057,C4,1.73E-05,3.60E-09,0.009047851,-0.070766957,0.128499255,9.30267506
sub-057,P3,0.000119541,2.71E-08,-1.373266559,1.1359236,0.047115732,25.57270833
sub-057,P4,-0.00015191,7.29E-09,-0.245563338,0.32065443,0.089479288,13.38296217
sub-057,O1,4.93E-05,3.87E-08,-1.915037702,8.175772754,0.041203184,29.02777174
sub-057,O2,-0.000103338,2.01E-08,-1.038350481,2.653866768,0.056648693,20.98611799
sub-057,F7,1.74E-05,8.44E-08,-2.879712311,15.5103961,0.033228331,39.29381519
sub-057,F8,0.000379879,1.38E-07,1.281057364,1.319392332,0.023519792,51.77420758
sub-057,T3,6.49E-05,6.57E-09,-0.596365429,1.162096676,0.115208781,11.04228228
sub-057,T4,3.03E-05,8.67E-09,-0.414439369,1.481229033,0.091066378,13.21255259
sub-057,T5,-4.54E-05,8.98E-09,-1.026918944,2.397856842,0.091452319,13.51455653
sub-057,T6,0.000142507,8.93E-09,0.361117927,-0.361570714,0.083566791,14.59457992
sub-057,Fz,-0.000120132,7.39E-09,-0.172869156,-0.213306173,0.088869182,13.67104813
sub-057,Cz,-2.30E-06,4.24E-08,-1.475983531,2.211624797,0.036460581,33.05258613
sub-057,Pz,-6.88E-05,7.38E-09,0.169623447,-0.303544737,0.089492587,13.26448269
sub-058,Fp1,-2.67E-05,8.87E-09,-0.273423785,1.372273469,0.134982885,8.697660736
sub-058,Fp2,-0.000143039,1.39E-08,-0.665480891,0.947434988,0.106745643,10.99147871
sub-058,F3,-4.29E-06,4.96E-09,0.031451052,0.27084636,0.182654038,6.589631563
sub-058,F4,-5.18E-05,7.03E-09,-0.079648137,-0.191522178,0.15166785,7.864847456
sub-058,C3,-4.78E-05,5.54E-09,-0.129153665,-0.008146254,0.165130355,7.171085362
sub-058,C4,4.80E-05,6.15E-09,0.196050717,0.336385547,0.155990992,7.569734804
sub-058,P3,8.80E-05,3.25E-08,-1.310926102,1.070064893,0.068307104,17.20165418
sub-058,P4,-0.000271102,6.34E-09,0.102954023,0.997118942,0.15607499,7.586316123
sub-058,O1,-1.67E-05,1.10E-08,0.404399978,0.249152538,0.121536971,9.660955647
sub-058,O2,-1.76E-05,7.47E-09,-0.339099523,0.43230689,0.149731408,7.790451052
sub-058,F7,7.25E-05,6.36E-09,0.154810739,0.272430851,0.187753314,6.82777604
sub-058,F8,-1.50E-06,1.39E-08,-0.185868057,0.378301794,0.109802461,10.76312323
sub-058,T3,-8.83E-06,4.72E-09,0.030017514,0.203738643,0.233503531,5.313835884
sub-058,T4,-5.29E-05,5.84E-09,-0.057493452,-0.07445542,0.163480872,7.137992182
sub-058,T5,-8.10E-05,4.84E-09,-0.028552659,-0.05450857,0.181022104,6.486090159
sub-058,T6,3.19E-05,9.62E-09,-0.533335068,1.292485182,0.130648743,8.880971249
sub-058,Fz,-5.64E-05,5.31E-09,-0.077569722,-0.0576749,0.167518588,7.050980997
sub-058,Cz,6.54E-05,7.75E-09,0.541067813,0.997732231,0.138050865,8.572805157
sub-058,Pz,-0.000141071,8.68E-09,-0.226961195,-0.234697077,0.132489738,8.873529134
sub-059,Fp1,4.30E-05,4.26E-09,-0.122732483,0.117340211,0.121170847,9.209579259
sub-059,Fp2,1.85E-05,4.93E-09,-0.022608364,0.352001716,0.087675092,13.01860954
sub-059,F3,-9.74E-06,4.27E-09,0.003897747,-0.167521564,0.09033924,12.93681656
sub-059,F4,-2.29E-05,6.03E-09,0.007373234,0.03031147,0.072985826,15.64901249
sub-059,C3,1.57E-05,3.81E-09,-0.130609771,-0.068899323,0.088255633,13.03903261
sub-059,C4,-1.67E-05,3.63E-09,-0.082315518,0.034410678,0.090688362,11.87949941
sub-059,P3,6.65E-05,4.40E-09,-0.009809292,0.145159626,0.081900099,14.08782499
sub-059,P4,-6.79E-05,4.43E-08,2.201521583,5.341487037,0.027032454,40.20829046
sub-059,O1,8.49E-05,4.68E-09,-0.085769972,0.008080695,0.08394854,13.30112876
sub-059,O2,-3.02E-05,5.69E-09,0.071031126,0.284149108,0.085897801,13.3511789
sub-059,F7,4.13E-05,9.36E-09,0.68361648,0.654091334,0.071521685,16.83917406
sub-059,F8,-7.93E-06,5.27E-09,-0.162193934,-0.147025278,0.080998131,13.98402986
sub-059,T3,2.05E-05,4.25E-09,-0.039702029,-0.099320052,0.093163784,12.80463388
sub-059,T4,2.44E-05,4.43E-09,-0.084228235,-0.075525933,0.096645616,11.42409801
sub-059,T5,4.72E-05,4.69E-09,0.004668258,-0.03127056,0.079806986,14.37889919
sub-059,T6,5.74E-05,4.67E-09,-0.014019312,0.001397726,0.089956708,12.73801954
sub-059,Fz,-4.88E-05,4.98E-09,-0.128592272,0.094800916,0.077244409,15.01505454
sub-059,Cz,-1.05E-05,4.05E-09,-0.046688758,-0.112084421,0.084346224,13.53411219
sub-059,Pz,6.58E-05,6.86E-09,-0.023825968,-0.255388215,0.067855411,16.82056474
sub-060,Fp1,6.05E-05,5.86E-09,0.604372766,2.077214301,0.165274238,7.810288357
sub-060,Fp2,-5.96E-05,7.71E-09,1.403412936,7.497580658,0.146613988,8.680306371
sub-060,F3,-2.70E-05,4.79E-09,-0.025750256,-0.062107636,0.176999097,7.35703066
sub-060,F4,3.22E-05,5.76E-09,-0.042820118,-0.015646678,0.162662141,7.900586945
sub-060,C3,1.32E-05,4.16E-09,-0.040504683,0.060583434,0.188694132,6.897221032
sub-060,C4,-1.20E-05,4.28E-09,-0.002001293,0.074224252,0.185237723,6.980621478
sub-060,P3,-7.88E-06,2.17E-08,-0.088968917,-0.923299459,0.083224627,15.59068687
sub-060,P4,-0.000254904,6.65E-09,-0.355720752,1.82071178,0.149172568,8.712767002
sub-060,O1,3.02E-05,1.12E-08,1.513388071,7.930215925,0.1167059,11.05202899
sub-060,O2,-0.000102053,4.57E-08,-0.085932894,6.853790547,0.057723336,22.36743527
sub-060,F7,1.80E-05,4.62E-09,0.049764791,0.384205251,0.184978849,7.083082694
sub-060,F8,5.45E-06,1.15E-08,0.114145549,-0.162707956,0.116589843,10.97968452
sub-060,T3,0.000133541,4.79E-09,-0.033131312,0.000153163,0.181701952,7.117277015
sub-060,T4,-1.84E-06,4.81E-09,0.052710711,0.047510316,0.176352802,7.279113142
sub-060,T5,0.000174152,7.62E-09,0.293534687,0.485642857,0.143251233,8.945756388
sub-060,T6,9.24E-05,9.78E-09,2.725710099,22.21638885,0.124578281,10.30146909
sub-060,Fz,-2.78E-05,4.98E-09,0.023339728,0.049000517,0.173307431,7.482954332
sub-060,Cz,6.97E-05,6.52E-09,0.0024542,-0.025048569,0.151431972,8.552490062
sub-060,Pz,-9.15E-05,5.93E-09,0.21556095,0.938127502,0.158578415,8.122265354
sub-061,Fp1,-8.45E-05,3.04E-08,8.580366077,138.3327713,0.067486382,20.11718487
sub-061,Fp2,-0.000104949,1.38E-08,2.280748297,21.22581208,0.100912408,13.32484722
sub-061,F3,5.73E-05,5.48E-09,0.090874015,-0.156747594,0.167373857,8.33654422
sub-061,F4,3.76E-05,5.45E-09,0.224545459,0.249698458,0.189343197,7.577193182
sub-061,C3,-3.24E-05,4.03E-09,0.125841834,-0.019177278,0.16558538,8.020479077
sub-061,C4,3.20E-05,3.86E-09,0.094459853,0.05908399,0.171012661,7.431965762
sub-061,P3,4.56E-05,5.80E-09,0.011981338,-0.024041576,0.1389993,9.498230521
sub-061,P4,-0.000200885,6.05E-09,-0.305424028,0.348300661,0.132101525,9.951953382
sub-061,O1,1.33E-05,4.97E-09,0.0543743,-0.021205827,0.155993855,8.515031027
sub-061,O2,0.000515871,2.04E-08,-0.137820011,-0.442877318,0.076398021,16.8619638
sub-061,F7,4.91E-05,7.47E-09,2.285813391,26.71225865,0.161328523,8.951297826
sub-061,F8,0.000354582,3.23E-07,0.042767609,-0.433218577,0.028055815,51.8916632
sub-061,T3,9.59E-05,6.34E-09,1.142308249,4.338349407,0.168155953,8.407963771
sub-061,T4,1.42E-05,5.44E-09,0.055224636,0.262843975,0.19818174,6.981954016
sub-061,T5,-1.24E-05,5.27E-09,0.110610574,-0.034862548,0.153282853,8.635467957
sub-061,T6,0.000224406,1.34E-08,0.473068681,-0.241232961,0.097751384,13.42630947
sub-061,Fz,4.88E-05,4.67E-09,-0.030200262,0.090781991,0.144482525,8.912489073
sub-061,Cz,-3.17E-05,4.56E-09,0.062463906,0.015121856,0.140329655,8.956457921
sub-061,Pz,-7.80E-06,4.60E-09,0.082102877,0.177075962,0.149696358,8.402088988
sub-062,Fp1,0.000115908,4.37E-08,5.36838715,73.28930331,0.045751829,28.27175137
sub-062,Fp2,-7.91E-05,3.86E-08,2.385085097,24.06302316,0.052218136,23.37252427
sub-062,F3,1.49E-05,3.35E-08,0.269348008,-0.443492194,0.04891456,26.84825158
sub-062,F4,-4.46E-05,2.02E-08,0.012291049,-0.050388431,0.063140701,19.02356301
sub-062,C3,-2.65E-05,7.23E-09,0.301453471,0.281458483,0.100721423,13.13721947
sub-062,C4,2.47E-05,7.38E-09,-0.134623893,0.067539135,0.100689734,12.02179722
sub-062,P3,-0.000107953,2.13E-08,-0.38370743,0.390458751,0.059696936,22.05189197
sub-062,P4,-2.95E-05,7.13E-09,-0.195117476,0.174965029,0.101801203,12.15705948
sub-062,O1,1.20E-05,1.02E-08,-0.215097055,0.295758849,0.089808536,12.97438314
sub-062,O2,-0.000559466,3.97E-08,0.768924129,0.275475981,0.046064496,24.77292497
sub-062,F7,7.36E-05,1.81E-08,-0.240745078,0.027120976,0.068952321,19.35980109
sub-062,F8,2.09E-05,2.02E-08,-0.211230037,0.213371401,0.06994459,18.21237107
sub-062,T3,5.16E-05,2.59E-08,0.277308378,0.212366755,0.055530154,24.07917147
sub-062,T4,0.000114986,1.02E-07,-0.115804496,0.144462603,0.029429048,40.95413116
sub-062,T5,-1.09E-05,1.28E-08,0.168488199,0.197882665,0.077801989,16.6161691
sub-062,T6,-0.000216028,6.79E-08,0.185037131,0.310529082,0.03405707,35.07737421
sub-062,Fz,0.000142235,9.11E-09,-0.083869068,0.305955047,0.089705385,14.23034594
sub-062,Cz,0.000269995,3.38E-08,0.454538473,-0.099112978,0.04626176,27.55411412
sub-062,Pz,2.55E-05,9.62E-09,-0.077159836,-0.134231811,0.087988874,13.94754521
