Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-066,T5,2.6378135182129305e-10,6.396162558859123e-11,1.9184180149841982e-11,1.3382574708824749e-11,4.3362448088414735e-12
sub-066,T6,2.673164316303049e-10,5.3557026985175324e-11,1.7666824814757598e-11,1.2935478757025463e-11,4.587936294140111e-12
sub-066,Fz,2.7146754362764317e-10,4.1273167911098185e-11,1.4784595891673787e-11,1.142313614780336e-11,3.300908180318515e-12
sub-066,Cz,2.357351525933152e-10,3.273248087657753e-11,1.2085749746975216e-11,1.1598133819935584e-11,2.7991914212779033e-12
sub-066,Pz,2.596382206033974e-10,4.4158022742606333e-11,1.5166976565431182e-11,1.1222410801462875e-11,3.172207738016309e-12
sub-067,Fp1,4.513379780797603e-10,5.300440574752527e-11,4.492999134340314e-11,2.669378534169391e-10,2.0565358787338903e-10
sub-067,Fp2,5.192334578532201e-10,5.000626169201767e-11,3.0717213255177553e-11,9.764998010418447e-11,6.585771521351897e-11
sub-067,F3,2.5791818932905827e-10,3.0800154845136815e-11,2.161193527759101e-11,1.0729439665842128e-10,7.84895331964214e-11
sub-067,F4,2.5304661069870764e-10,3.011958185916751e-11,1.6270925105063173e-11,4.527045567473874e-11,2.3790501803919422e-11
sub-067,C3,2.420682947056513e-10,2.7381657496597978e-11,1.1788355793696958e-11,1.9996303020846687e-11,3.6993443999119565e-12
sub-067,C4,2.3902421645004056e-10,2.6755941329990024e-11,1.2196238902040158e-11,2.010330681132882e-11,3.7833311772205535e-12
sub-067,P3,3.15091938325265e-10,3.275240267385471e-11,1.4668346041568596e-11,2.244633899656669e-11,4.4382868319367215e-12
sub-067,P4,2.4836359583111106e-10,2.791500840464778e-11,2.095686412651295e-11,2.130161065809955e-11,4.152091239780485e-12
sub-067,O1,6.587684472458745e-10,5.6329879248564875e-11,2.1696344098381136e-11,2.4866278624920688e-11,4.953418877607141e-12
sub-067,O2,3.218081769093814e-10,3.39868742250608e-11,1.967288889037866e-11,2.2288076201618187e-11,5.225304261405167e-12
sub-067,F7,2.6954658070446623e-10,3.949730298868557e-11,3.5690759401382e-11,4.78042260922777e-11,1.5344185238914865e-11
sub-067,F8,2.5869162279527407e-10,3.2493355051824746e-11,2.619665753642223e-11,5.314303952729314e-11,2.9167604082932296e-11
sub-067,T3,2.732528885866886e-10,3.557667949006587e-11,3.430476653865811e-11,1.9659953656561578e-10,1.5615850134928305e-10
sub-067,T4,2.539674790614933e-10,3.5362399826646244e-11,4.0135724773033554e-11,4.415422012982133e-10,4.239616152344284e-10
sub-067,T5,2.6019728054678073e-10,3.1432023865576126e-11,2.0745864614978923e-11,3.269143018795854e-11,1.317071074870196e-11
sub-067,T6,2.4737853017140836e-10,2.8968618786882213e-11,2.3764778980522527e-11,3.6962490997838956e-11,1.9228886669826398e-11
sub-067,Fz,2.5990698460109344e-10,2.984661172452433e-11,1.7176685822332638e-11,3.079211769053333e-11,5.0885087991369685e-12
sub-067,Cz,2.425343866763243e-10,2.6952482609078452e-11,9.994914653631006e-12,1.680663209476713e-11,3.0132455941333134e-12
sub-067,Pz,2.400444712790655e-10,2.6838442065003904e-11,1.3593346769958824e-11,1.6617092510382815e-11,3.495752131968774e-12
sub-068,Fp1,2.9115616430174834e-10,3.1299955893868764e-11,1.2731002401487052e-11,1.320717171943586e-11,5.112016301603074e-12
sub-068,Fp2,2.791808718706624e-10,3.004232468038451e-11,1.2557304152036744e-11,1.3172650398834741e-11,4.573814944676861e-12
sub-068,F3,2.565248140295835e-10,2.745921559964398e-11,1.0934983174102695e-11,1.1577568266353326e-11,3.2075684236162393e-12
sub-068,F4,2.5597631193044757e-10,2.745960330462715e-11,1.0460674392982029e-11,1.1167610617229512e-11,3.032998401658839e-12
sub-068,C3,2.4974227019204625e-10,2.6148484684085545e-11,9.107671201800898e-12,9.50765896137511e-12,1.9281609908710137e-12
sub-068,C4,2.483418308654446e-10,2.6141004665423438e-11,9.412122220226453e-12,9.440415533311332e-12,1.9225941128632407e-12
sub-068,P3,2.502081043097246e-10,2.7948680155931163e-11,1.2942664416293388e-11,1.0260970833021637e-11,1.951020296943059e-12
sub-068,P4,2.530324961761692e-10,3.0280490346716634e-11,1.660260931706109e-11,1.0693200558264917e-11,2.142669774719372e-12
sub-068,O1,2.5341132471077637e-10,3.313830007107534e-11,1.8075894861821158e-11,1.1327487789770846e-11,2.3013271498419962e-12
sub-068,O2,3.016368864034537e-10,3.520713381674188e-11,1.9307144614382553e-11,1.1553577628876255e-11,2.3901989153999165e-12
sub-068,F7,2.572156561129108e-10,2.8134095345515458e-11,1.2817681061066077e-11,1.3998012933670193e-11,6.45077760136838e-12
sub-068,F8,2.5453601577150113e-10,2.7354028441884278e-11,1.1140299849434777e-11,1.0856269553419421e-11,3.1923694108407425e-12
sub-068,T3,2.5121450402943576e-10,3.025406611287643e-11,1.527646354925494e-11,1.4034782584468434e-11,6.36605596464015e-12
sub-068,T4,2.5168661620937027e-10,2.8210110080226807e-11,1.1805281103764479e-11,1.0714192318856305e-11,3.349421822772677e-12
sub-068,T5,2.5378366368948397e-10,4.297595087801436e-11,2.726966629318504e-11,1.2717005337664148e-11,2.6174120642921646e-12
sub-068,T6,2.6275456295974844e-10,3.882527269376499e-11,2.2816888204769457e-11,1.1384172131640826e-11,2.42177368644102e-12
sub-068,Fz,2.5609314124551425e-10,2.762714516168108e-11,1.078798415156519e-11,1.0409030628595442e-11,2.2306726656000267e-12
sub-068,Cz,2.514869495025565e-10,2.6595263698378707e-11,8.859244694878475e-12,9.27825945909172e-12,1.875147814182695e-12
sub-068,Pz,2.511448489219793e-10,2.6923633798683406e-11,1.1662203012505593e-11,9.09831415939346e-12,1.9369840570836848e-12
sub-069,Fp1,3.607004937762938e-10,7.089105782302781e-11,2.2992572177404312e-11,2.594257938593245e-11,8.196023959749825e-12
sub-069,Fp2,3.0561699135886916e-10,6.916818628336918e-11,2.1418267361061106e-11,2.7068338905709967e-11,9.808460951721946e-12
sub-069,F3,2.3189251392559992e-10,5.443412814314316e-11,1.8051558546639183e-11,2.0315878716034515e-11,5.224486591475804e-12
sub-069,F4,2.1810593722348702e-10,6.03945333211879e-11,1.6901664585933854e-11,1.9395442293830646e-11,3.704790239832417e-12
sub-069,C3,2.024976379270466e-10,5.2985820639205815e-11,1.4565533417358118e-11,1.5318788960035354e-11,2.3734574609412937e-12
sub-069,C4,2.0580212520277623e-10,5.223380097514573e-11,1.4244086521571175e-11,1.5413346438355022e-11,2.367196764716754e-12
sub-069,P3,2.4066259563269903e-10,1.2372867226664775e-10,2.93111623811356e-11,1.697476744330897e-11,2.2937154347608906e-12
sub-069,P4,2.394777614638795e-10,9.630372025122616e-11,2.6301735260171666e-11,1.707977297674086e-11,2.417286557947128e-12
sub-069,O1,2.6795882473552225e-10,1.3542054253392924e-10,3.5002526362732334e-11,1.9315604440281757e-11,2.6942816200267384e-12
sub-069,O2,2.553164251729126e-10,1.1510607374969384e-10,3.204903291850148e-11,1.7937410665341617e-11,2.5017857900810454e-12
sub-069,F7,2.3775356075832524e-10,9.388871306844125e-11,2.96243632003096e-11,2.347578855782301e-11,8.65323181472829e-12
sub-069,F8,2.2046015320119422e-10,8.223146687677962e-11,2.609231418197622e-11,2.2658044948223423e-11,6.889936033476217e-12
sub-069,T3,2.2765739653888288e-10,1.39362456067581e-10,3.567932400630528e-11,2.986836421635078e-11,1.3488698629140859e-11
sub-069,T4,2.1862952782896106e-10,1.0799324897658049e-10,3.0959885135506156e-11,2.520670334458108e-11,1.1571184116398908e-11
sub-069,T5,2.65406186680537e-10,1.8080305264295024e-10,3.839817638931263e-11,1.96103831625788e-11,2.8924615729566184e-12
sub-069,T6,2.6466756342433564e-10,1.6495582146409997e-10,4.030379101925627e-11,1.926168760471508e-11,2.8642169466956788e-12
sub-069,Fz,2.229824814939659e-10,7.022686920765437e-11,1.853396895834236e-11,1.6187538477374017e-11,2.566162012066315e-12
sub-069,Cz,2.0695153733336402e-10,8.521349847217577e-11,2.1024373356584236e-11,1.858244583291231e-11,2.5364303938450724e-12
sub-069,Pz,2.2709255838025457e-10,1.1114402284344906e-10,3.3855785742133227e-11,1.6308410996875594e-11,2.332788584654309e-12
sub-070,Fp1,3.3046317111670703e-10,3.604139308588829e-11,1.109286706567885e-11,2.520974637881879e-11,1.1751806987271317e-11
sub-070,Fp2,2.914620929533803e-10,3.243049417928723e-11,9.961053867759075e-12,1.3901730248751704e-11,4.644647108761291e-12
sub-070,F3,2.5263098505155484e-10,2.6764723832415424e-11,9.464345684645392e-12,1.8582831652555545e-11,8.650541292775792e-12
sub-070,F4,2.3854335543432394e-10,2.5850648576720465e-11,8.418254643199208e-12,1.1170317898004623e-11,2.647621687534725e-12
sub-070,C3,2.3340128434893506e-10,2.441415393407536e-11,7.901368285245545e-12,9.703160789859233e-12,1.9008966810133807e-12
sub-070,C4,2.3222302545330005e-10,2.471880394462295e-11,7.891808211161027e-12,9.705373074637369e-12,1.891222759792061e-12
sub-070,P3,2.372457654634468e-10,2.6120243869337182e-11,9.904338021393522e-12,1.1255475061514715e-11,2.43683306209366e-12
sub-070,P4,2.3756537212635176e-10,2.6253228698675457e-11,9.38054686224496e-12,1.1087719975090231e-11,2.4903481455597546e-12
sub-070,O1,2.39794812970438e-10,2.7187482864354202e-11,1.0643365892000035e-11,1.2299327139968236e-11,3.1833618643412347e-12
sub-070,O2,2.3665081769858133e-10,2.6949661803957785e-11,1.02145216498082e-11,1.1961804906645183e-11,3.1854514596403707e-12
sub-070,F7,2.508288713948661e-10,2.8320423379076083e-11,1.2294450381386784e-11,1.626346906834026e-11,5.475145316508986e-12
sub-070,F8,2.387609527848741e-10,2.731377320911833e-11,9.785310096673364e-12,1.2200320929170027e-11,3.061005969252729e-12
sub-070,T3,2.4441974559776287e-10,2.921456615755248e-11,1.4857991476525995e-11,4.3235446957337565e-11,2.087978229091259e-11
sub-070,T4,2.375905074259062e-10,2.88378474731122e-11,1.0899385545673475e-11,1.3501466685703875e-11,4.038732950006598e-12
sub-070,T5,2.3888086161405107e-10,2.8336561423299052e-11,1.1339534199555071e-11,1.3675062100383868e-11,4.539342205044997e-12
sub-070,T6,2.4018867807915296e-10,2.8696312064301284e-11,1.0603604073479737e-11,1.3361621319211218e-11,5.3799400090206245e-12
sub-070,Fz,2.4795661294341083e-10,2.6850793267762004e-11,8.333297060458685e-12,1.0977307498917108e-11,2.2380728352718452e-12
sub-070,Cz,2.37375661015702e-10,2.630760257330501e-11,7.791820128390618e-12,1.0516805010442273e-11,2.1719430614623652e-12
sub-070,Pz,2.3529918109664987e-10,2.4934595574366046e-11,8.373523358951777e-12,9.821419867493387e-12,1.9564937126511697e-12
sub-071,Fp1,2.753562558134773e-10,3.5002589734434114e-11,1.994422216858723e-11,2.340447822822695e-11,1.0214852571720617e-11
sub-071,Fp2,2.5708869949427696e-10,3.3309561038384125e-11,1.914925043366323e-11,1.941281128012322e-11,6.266675211358358e-12
sub-071,F3,2.334853764755841e-10,2.91521576462653e-11,1.3419411025042941e-11,1.549531109067273e-11,4.308735776119696e-12
sub-071,F4,2.325392837281858e-10,2.927016897448696e-11,1.4023688727324817e-11,1.5403312832542335e-11,4.5829963135256596e-12
sub-071,C3,2.2838736761853202e-10,2.5964705702696343e-11,9.993520982294462e-12,1.2027640216025987e-11,2.9253939699231033e-12
sub-071,C4,2.2861363635376763e-10,2.6488718798420276e-11,9.861374440436846e-12,1.2077717047601993e-11,2.8513248489672807e-12
sub-071,P3,2.3054518679492002e-10,3.0682494780210825e-11,2.0028162298831672e-11,1.40581348288555e-11,2.6676804928149804e-12
sub-071,P4,2.3105376206856772e-10,2.94704305716253e-11,1.8075429626713545e-11,1.5482968749892225e-11,2.9549266266352705e-12
sub-071,O1,2.3391817770241627e-10,3.132588693529535e-11,2.17219243781316e-11,1.7015871804994938e-11,3.408699743661256e-12
sub-071,O2,2.3392827688657683e-10,3.216616994511533e-11,2.6488975384737907e-11,1.8098323921787814e-11,3.702723694381967e-12
sub-071,F7,2.510318711541596e-10,3.4663340907103865e-11,2.1948762472010272e-11,2.2479837315681434e-11,1.1078220378814235e-11
sub-071,F8,2.491132071672145e-10,3.47709285590539e-11,2.2340680377871073e-11,2.4167268323632197e-11,1.2764006136326091e-11
sub-071,T3,2.338287401723144e-10,3.179302915531516e-11,2.0194279221413614e-11,2.2507171859924868e-11,9.98115728113512e-12
sub-071,T4,2.3569651356254813e-10,3.340308254897374e-11,2.2878376227810516e-11,2.1951256550167552e-11,9.135545478385416e-12
sub-071,T5,2.334429054681821e-10,3.1662328473610864e-11,2.0756056698088337e-11,1.955302480471386e-11,4.603007226333294e-12
sub-071,T6,2.339213956511106e-10,3.315665662267182e-11,2.9629168289157394e-11,2.4205116924123206e-11,6.504608366514763e-12
sub-071,Fz,2.3223856813405136e-10,2.914002145561959e-11,1.263096175876346e-11,1.3308805086650538e-11,2.5573363546353614e-12
sub-071,Cz,2.2966185412132846e-10,2.651604549217354e-11,9.120686674245446e-12,1.1476911263637091e-11,2.266752494857603e-12
sub-071,Pz,2.3046139976188397e-10,2.970774052833748e-11,1.6869291736386567e-11,1.1622692136414992e-11,2.4665388504999e-12
sub-072,Fp1,4.735915032040137e-10,6.456964554653426e-11,1.404421949855747e-11,1.4980083965400127e-11,4.522570225758695e-12
sub-072,Fp2,4.3003439679797916e-10,6.332471478378886e-11,1.3321669452618432e-11,1.4241728442655604e-11,4.085398880302876e-12
sub-072,F3,2.8527676652961126e-10,4.009615601653097e-11,1.0993559086659522e-11,1.2136866824921241e-11,2.9264323165222596e-12
sub-072,F4,2.5091520792812873e-10,3.7090762706313316e-11,1.0656225626220775e-11,1.3501310441142623e-11,4.852300118191062e-12
sub-072,C3,2.3769610829879797e-10,3.389125642169627e-11,9.490824252617697e-12,1.0218700051339662e-11,2.4297036300860663e-12
sub-072,C4,2.3095943616721718e-10,3.3502780454426374e-11,9.42352213102e-12,1.0320559406780997e-11,2.4754425121520975e-12
sub-072,P3,2.544925196465416e-10,3.884594551794128e-11,1.0775822848407175e-11,1.139394344160259e-11,2.3839493853274475e-12
sub-072,P4,2.472243199464161e-10,3.8270719443981053e-11,1.0530717689175916e-11,1.1249094908876153e-11,2.581470780564131e-12
sub-072,O1,2.6770051151832e-10,4.078839831638475e-11,1.1495390058550684e-11,1.136889482881788e-11,2.8264291383976356e-12
sub-072,O2,2.67875469739916e-10,3.9840889073780185e-11,1.1276616377344003e-11,1.148911350566678e-11,3.0825011937177944e-12
sub-072,F7,2.768644047960643e-10,4.135378716945516e-11,1.1610044800414527e-11,1.525709695566862e-11,7.081046458173629e-12
sub-072,F8,2.5820108003066224e-10,4.1040668315996654e-11,1.1365331908324339e-11,1.4356671411723055e-11,6.564712260910213e-12
sub-072,T3,2.6026583601138565e-10,4.380182925803628e-11,1.1330486579519279e-11,1.252711992721383e-11,4.475950059204845e-12
sub-072,T4,2.4968694846222063e-10,4.6043629615539375e-11,1.2154671557915337e-11,1.272850918307659e-11,4.338606203458404e-12
sub-072,T5,2.7872032530355465e-10,5.113125045451021e-11,1.299275587726146e-11,1.209811007813665e-11,3.2222232612608877e-12
sub-072,T6,2.725553441271892e-10,4.935511950095946e-11,1.2936536459842832e-11,1.2613532612556171e-11,4.266616944649487e-12
sub-072,Fz,2.821349907538127e-10,4.0862334543679655e-11,1.116361870681444e-11,1.2247100984826887e-11,2.429838496526229e-12
sub-072,Cz,2.3981353631996173e-10,3.294714933283608e-11,1.0120654375496391e-11,1.1595946012409869e-11,2.2689014878694353e-12
sub-072,Pz,2.5798411126372133e-10,3.4559159142879405e-11,1.048401314406055e-11,1.1504729628061534e-11,2.4955973999726623e-12
sub-073,Fp1,3.18431270985505e-10,3.373763493035281e-11,1.2327552012554572e-11,1.0657460145081592e-11,2.9254854930127756e-12
sub-073,Fp2,3.158018246799908e-10,3.3077462266525573e-11,1.1214223514203603e-11,1.027525072488953e-11,2.875906795436627e-12
sub-073,F3,2.584646286437893e-10,2.8393327868108656e-11,9.47079318499314e-12,9.085826738254169e-12,2.286726854666307e-12
sub-073,F4,2.6421110098811966e-10,2.8673548956433628e-11,9.093690358055129e-12,9.150538293437258e-12,2.4147284305508157e-12
sub-073,C3,2.5026849872049065e-10,2.672422397485829e-11,8.340822851296695e-12,8.597552475931641e-12,2.0163515566783865e-12
sub-073,C4,2.4923766247416114e-10,2.7174279594010353e-11,8.349890393736434e-12,8.603804917263683e-12,2.068562397365712e-12
sub-073,P3,2.510935382530082e-10,2.8253507640426583e-11,1.0426620671502871e-11,9.624492867456054e-12,2.2603820979545937e-12
sub-073,P4,2.496455734323501e-10,2.8675818336395092e-11,1.1600069794996446e-11,9.050283824023793e-12,1.928991351583126e-12
sub-073,O1,2.528401818564486e-10,3.36056342721297e-11,1.9276602441567635e-11,1.0941066716662471e-11,2.8196527336215193e-12
sub-073,O2,2.540253825793657e-10,3.738606876114116e-11,2.580294021132332e-11,1.0727457272511839e-11,2.5128641840363414e-12
sub-073,F7,2.653556002860565e-10,3.202434900263389e-11,1.2199941789865189e-11,1.0690946097030351e-11,3.2365004072583572e-12
sub-073,F8,2.6248186260298123e-10,3.1963073503655523e-11,1.1734015782810564e-11,1.1494682256968858e-11,4.253068695112493e-12
sub-073,T3,2.580690620958488e-10,3.09554254947538e-11,1.2569652544614007e-11,1.1963481984962383e-11,4.983494539036322e-12
sub-073,T4,2.5176958233669134e-10,3.234880479284263e-11,1.3877432495030487e-11,1.2432892742745279e-11,5.85577575617281e-12
sub-073,T5,2.5218736318486276e-10,3.2489317360703863e-11,1.7072767027558637e-11,1.1236259244977353e-11,3.1836229542353596e-12
sub-073,T6,2.6115285391795374e-10,3.752511767836385e-11,2.131815943462958e-11,1.0820241322538025e-11,2.5647696575507344e-12
sub-073,Fz,2.6045538216399996e-10,2.910494657695123e-11,9.67292293108154e-12,8.839239366818843e-12,1.978194975719919e-12
sub-073,Cz,2.860262091535207e-10,2.957365465297469e-11,9.145341948711446e-12,9.39128024900644e-12,2.0706962268524652e-12
sub-073,Pz,2.498092243669439e-10,2.8028635423365012e-11,1.0546506672930324e-11,8.943892279793512e-12,2.0190008593501425e-12
sub-074,Fp1,2.5229010265939803e-09,5.203907224602609e-10,1.709004505506411e-10,1.9238867441800188e-10,2.095928282852233e-11
sub-074,Fp2,2.3202329471906614e-09,3.728040338518057e-10,8.374854569653097e-11,1.4475656978622721e-10,4.505610171533883e-11
sub-074,F3,2.194526735254634e-09,3.337412694155242e-10,6.519000120406136e-11,6.16497596873027e-11,9.557110747512416e-12
sub-074,F4,2.1455199713573227e-09,3.137601567381949e-10,4.8485174201893544e-11,6.422781650223239e-11,1.592036977755062e-11
sub-074,C3,2.3021171704161156e-09,3.1663564760299557e-10,5.1225170143537353e-11,4.5674221539091444e-11,7.30730839926463e-12
sub-074,C4,2.5692354581833403e-09,4.1892015190219703e-10,1.1064333128602075e-10,1.164876249171673e-10,8.7618150795339e-12
sub-074,P3,2.2173396511239164e-09,3.037933925613051e-10,5.290742344325187e-11,4.5830170559889547e-11,6.929914999877255e-12
sub-074,P4,2.2079512418597615e-09,3.242313099378809e-10,5.951657725521018e-11,4.7240724157916515e-11,7.764746698981292e-12
sub-074,O1,2.086771061127081e-09,3.0499522002489373e-10,6.239746504213537e-11,5.025857063611757e-11,8.139754169254318e-12
sub-074,O2,6.110115027279311e-09,1.4836639927295604e-09,6.759913346901397e-10,6.213548878162429e-10,7.871169948171356e-10
sub-074,F7,2.122160554457881e-09,3.0746436352216935e-10,5.488154127236127e-11,4.7771468416819814e-11,7.837362523642025e-12
sub-074,F8,2.351754467486731e-09,3.137726829706524e-10,5.551949867477934e-11,4.9692590154352504e-11,8.98984673362154e-12
sub-074,T3,2.1167808704165145e-09,3.068806525847236e-10,5.5290034826158124e-11,4.9784114940648284e-11,1.0982533735656045e-11
sub-074,T4,9.442047475066887e-09,2.2957896300581258e-09,4.1484812506042905e-10,8.00014840647227e-10,8.94172979508343e-10
sub-074,T5,2.107232435722845e-09,3.0743405618766976e-10,5.94384295127673e-11,4.916906357368377e-11,8.931619662422613e-12
sub-074,T6,2.1990257363545092e-09,3.3632022266651274e-10,7.041088035709675e-11,4.708941169776241e-11,6.868241761530928e-12
sub-074,Fz,2.2307501832323927e-09,3.178233090540447e-10,6.048503371747302e-11,7.057186592958993e-11,1.5351937783474726e-11
sub-074,Cz,3.4198136843853595e-09,5.188603546960696e-10,9.493869360551359e-11,9.657553490855088e-11,1.8226915448881813e-11
sub-074,Pz,2.648861115490108e-09,3.30168202572894e-10,5.416277418336524e-11,4.9430558747567584e-11,7.1120540259409746e-12
sub-075,Fp1,1.4211218330566328e-09,1.724163213935319e-10,6.983349397584023e-11,1.7109812565299574e-10,1.0641044136035865e-10
sub-075,Fp2,1.3231908597215815e-09,1.6846725503612312e-10,6.930894664925651e-11,2.2405491462188648e-10,1.3956152921001361e-10
sub-075,F3,1.193140955891491e-09,1.545012680890985e-10,5.956764835690732e-11,9.327967065533706e-11,4.327750151359502e-11
sub-075,F4,1.1936640511551174e-09,1.572062071200567e-10,5.953883951390333e-11,9.941211917196743e-11,4.573168852940996e-11
sub-075,C3,1.1699436590828217e-09,1.5128172616596528e-10,5.6902746891873355e-11,8.12196692254037e-11,3.1007847458529584e-11
sub-075,C4,1.167638537032571e-09,1.514946888428721e-10,5.6373701536134e-11,8.025869986802781e-11,3.062303609246346e-11
sub-075,P3,1.1701150147638357e-09,1.5692391230919913e-10,7.364565286402234e-11,9.119593288385207e-11,3.408023461392014e-11
sub-075,P4,1.1720938502249102e-09,1.5691767419477604e-10,7.678538823824381e-11,9.240590691795056e-11,3.5887107310331705e-11
sub-075,O1,1.1767310655021683e-09,1.6660313372897552e-10,1.336269575284942e-10,9.173700414797359e-11,2.5532504964476098e-11
sub-075,O2,1.1751171210334664e-09,1.6546489251891012e-10,1.462928658873483e-10,9.187926480868755e-11,2.8239890714986373e-11
sub-075,F7,1.2142464000895962e-09,1.6569002275126288e-10,6.511118187345773e-11,9.795329288088235e-11,4.9382956537139924e-11
sub-075,F8,1.2420578594822527e-09,1.6950689142032303e-10,6.489493580834055e-11,9.39441933357533e-11,3.975147968217258e-11
sub-075,T3,1.1855289999533702e-09,1.7171205828894787e-10,7.088534912395951e-11,9.29021364129696e-11,3.727783148694828e-11
sub-075,T4,5.256642595111083e-10,7.752113000134991e-11,2.946554150578393e-11,4.0581104932974894e-11,1.9907630354272358e-11
sub-075,T5,1.1740459600254276e-09,1.6484449005738143e-10,1.011377454346469e-10,9.393917647461633e-11,3.2477159457779815e-11
sub-075,T6,1.1786920102996545e-09,1.698681254502977e-10,1.5193287487067628e-10,9.91711829420239e-11,3.5115481887122255e-11
sub-075,Fz,1.1844275427216116e-09,1.5303722508776786e-10,5.966978586291645e-11,8.649168361028796e-11,3.339394213608875e-11
sub-075,Cz,1.169019206909603e-09,1.51502006995676e-10,5.848948864783629e-11,8.647884719546607e-11,3.248235687102109e-11
sub-075,Pz,1.1693183174171612e-09,1.5521059882388192e-10,6.980622679163483e-11,8.863198682608301e-11,3.329578309868269e-11
sub-076,Fp1,2.9428821492240003e-08,4.9394144849871965e-09,1.7549917959873362e-09,1.5982284542562383e-09,1.4824445287082866e-09
sub-076,Fp2,5.56749139912515e-10,8.295318943222218e-11,3.339726693931987e-11,5.7904402396868136e-11,2.1336879020256004e-11
sub-076,F3,5.428244755038311e-10,7.60051308929338e-11,2.6357117935092672e-11,3.466238525464648e-11,1.500404115615591e-11
sub-076,F4,5.411233605943329e-10,8.073123383295273e-11,2.9947430602580836e-11,3.53442949931613e-11,1.2098752189115524e-11
sub-076,C3,5.204734566483757e-10,7.680134558069576e-11,2.6486675213653195e-11,2.624093202693581e-11,8.765618670874998e-12
sub-076,C4,5.183620299465939e-10,7.779156218057562e-11,2.6517520760847447e-11,2.2635405749766688e-11,6.3084194609862995e-12
sub-076,P3,9.08300030054145e-10,8.296116085310288e-11,2.2071258176765812e-11,2.4786668606025066e-11,1.1240155108558313e-11
sub-076,P4,5.324221200544725e-10,7.433147353365152e-11,2.439212166922575e-11,2.0786801686110644e-11,5.512020059109832e-12
sub-076,O1,7.516034318841903e-10,8.189957507550582e-11,2.7958326006750246e-11,3.676410365011775e-11,1.66747032213712e-11
sub-076,O2,1.210843958604157e-09,7.893538753412553e-10,8.090767658662575e-10,3.6002311160453364e-10,9.525746469387492e-11
sub-076,F7,5.133693593697844e-10,6.801784882602747e-11,2.4295328911312352e-11,3.2841284045059156e-11,1.3437831656808851e-11
sub-076,F8,5.512047651241794e-10,8.197355752379667e-11,3.111488835968649e-11,3.56582165844423e-11,1.0109517385318042e-11
sub-076,T3,5.470208565930469e-10,8.415570850781913e-11,3.176649760288435e-11,2.9502442023613676e-11,1.079021183730614e-11
sub-076,T4,5.311229187704693e-10,8.085949222827901e-11,2.867599094769507e-11,2.7328290543365454e-11,8.9987898058447e-12
sub-076,T5,6.006155673871881e-10,7.725970250825531e-11,2.4123508486606982e-11,2.5413747414791086e-11,1.04251479998554e-11
sub-076,T6,5.485334686722338e-10,8.334246745561359e-11,2.7756955617976115e-11,2.5732116093816613e-11,8.561313722930495e-12
sub-076,Fz,5.373723077132793e-10,8.132786422383439e-11,2.9231120610179484e-11,3.096910522925625e-11,9.963632877231914e-12
sub-076,Cz,5.454150707872674e-10,8.414979443786278e-11,3.129424444408256e-11,2.6461422827624254e-11,7.647847992410874e-12
sub-076,Pz,1.096399569777877e-09,1.9180538048336416e-10,5.2550873139714336e-11,2.666646735862213e-11,1.3257809111126348e-11
sub-077,Fp1,4.3172130595141596e-10,3.924406278783169e-11,9.831178281354475e-12,1.9279984863905035e-11,1.339401065877745e-11
sub-077,Fp2,3.4194249542731386e-10,3.229923021728467e-11,9.221433916452655e-12,1.2984126969848612e-11,6.448442254752593e-12
sub-077,F3,2.85916701073733e-10,2.933357685135131e-11,8.578794726463146e-12,1.6707193907465368e-11,1.2752300166638156e-11
sub-077,F4,2.8170840145691813e-10,2.9043636863142253e-11,8.540120056861877e-12,1.2587935764421357e-11,8.047956701500895e-12
sub-077,C3,2.773890608985662e-10,2.8489755770226566e-11,8.031811068539414e-12,9.112656556788279e-12,2.804401043600497e-12
sub-077,C4,2.7803141507093934e-10,2.8351396671901585e-11,8.05052573314717e-12,9.006321754604182e-12,2.755475712282199e-12
sub-077,P3,2.781349938220565e-10,2.8761544102567917e-11,8.902955729213526e-12,1.0070519354217072e-11,2.9788488694604265e-12
sub-077,P4,2.784418938379821e-10,2.861090578162701e-11,8.55523061883097e-12,9.48504026189061e-12,2.648760763566145e-12
sub-077,O1,2.7985674903940705e-10,2.948103806486238e-11,1.1163104982250813e-11,1.280268722278693e-11,3.851926048627865e-12
sub-077,O2,2.8056529698015543e-10,2.920477418674909e-11,1.2426483545843707e-11,1.2874928090397733e-11,3.656374669592206e-12
sub-077,F7,3.019002567284539e-10,3.08869686121751e-11,1.017841873729601e-11,3.2471725964134134e-11,3.602780105657164e-11
sub-077,F8,3.138537186963679e-10,3.1718853819323235e-11,9.62309062456206e-12,1.4701395875997952e-11,1.0261751842305468e-11
sub-077,T3,2.8081206477429843e-10,2.949930844745616e-11,9.077382087446919e-12,1.6737345866179426e-11,7.236005575630477e-12
sub-077,T4,2.7917052211598743e-10,2.91099622667267e-11,9.131796552154083e-12,1.3295697239600246e-11,7.063616657844644e-12
sub-077,T5,2.778789163821256e-10,2.8398060582300043e-11,1.0093043855098005e-11,1.2286549478371108e-11,4.352615186690611e-12
sub-077,T6,2.790048139107703e-10,2.8944218441603748e-11,9.826081487557798e-12,1.0578611900602198e-11,3.1780673149094084e-12
sub-077,Fz,2.8224833818993353e-10,2.886339418931946e-11,8.133697582756899e-12,8.95682182963328e-12,2.5456564965984854e-12
